,MAPE (%)
0,1.441402189378545
1,2.050173032870234
2,2.0925891868548967
3,2.2348842009931884
4,2.3905149436915774
5,2.3461673917470045
6,2.1832516039532552
7,2.2550543926941
8,2.455658922881236
9,2.339794486122435
10,2.5221402084292497
11,2.6346241706889333
12,2.663777211820581
13,2.5752484623990783
14,2.2145675730993157
15,2.0562081175039535
16,1.8448275602511772
17,1.7533063197133487
18,1.7418222048599428
19,1.6867404566810809
20,1.65495498018173
21,1.6857091871728638
22,1.970965390884588
23,2.171412989439308
24,2.0468038953232006
25,2.1044119501638425
26,2.0648781183883553
27,1.9022312492706674
28,1.7239767998224458
29,1.7743636590784575
30,1.5958795901677407
31,1.4030226508825743
32,1.3172332211282491
33,1.0025784736488474
34,1.0981513411078643
35,1.0678011774290497
36,1.087743065859901
37,1.1495075496283265
38,1.2514057858512082
39,1.1594394072658296
40,1.0800569842031003
41,1.1082622182316193
42,1.0904410378408573
43,1.072631872735625
44,1.1243857656844112
45,1.1663991241452487
46,1.0806627877898327
47,1.0958180404589288
48,1.0941518170702915
49,1.0429725342264535
50,1.0308956890059333
51,1.0973198395490573
52,1.190843330334677
53,1.3665218806842654
54,1.483259755116729
55,1.4622640942755873
56,1.40153589696714
57,1.831435544022499
58,1.854555528121982
59,1.9442553710774957
60,1.939316564370119
61,1.5824588781875588
62,1.528180394141073
63,1.4329818377853036
64,1.4630701367949686
65,1.4981536224528065
66,1.4972053785050283
67,1.5153160586104724
68,1.4303751386665442
69,1.2772065412314588
70,1.0200815084752244
71,0.9986958188862388
72,0.9523841564560456
73,0.8080500595446384
74,0.6202280268453603
75,0.5653957146705322
76,0.5796807970620743
77,0.6097351642306338
78,0.7038431443332869
79,0.6602896198730218
80,0.5869343585086997
81,0.8747296332927224
82,0.7328155493256232
83,0.7851463345864756
84,0.8497395131902351
85,0.7653358104347159
86,0.8654526255148405
87,0.8620477353485593
88,0.887698621598601
89,0.9301116327329986
90,0.8662685296774192
91,0.7833763593933538
92,0.6549079035876763
93,0.6036376568424768
94,0.7724278357813742
95,0.7596230523135862
96,0.6445630364397406
97,0.5646825616607793
98,0.5319540088903976
99,0.5758790800491204
100,0.6095698048906784
101,0.6808371197334401
102,0.8165829018640322
103,0.7931266124052228
104,0.6568650949661068
105,0.7249239782489901
106,0.6988141941419312
107,0.7294709282408672
108,0.7460049101451207
109,0.6804346709106558
110,0.6608134940849075
111,0.6458557210111939
112,0.677250089855665
113,0.6445594194706348
114,0.6595867747943551
115,0.7162763741736679
116,0.7647241517339155
117,0.7673070328289445
118,0.7914272794942843
119,0.8583303300128133
120,0.8038184739032186
121,0.7174406758228714
122,0.6206532250321768
123,0.6423979360409866
124,0.6380436254587396
125,0.6529933059008185
126,0.7590540586767459
127,0.7147832308087009
128,0.7288739875530099
129,0.854591880775156
130,0.9143174548181899
131,0.9815994499600812
132,0.8124610568314747
133,0.7597687969775537
134,0.8038939151252091
135,0.83793632729434
136,0.7893140521948036
137,0.827488346304725
138,0.824271269156076
139,0.9180190956979498
140,1.0026803632407333
141,0.9360744840986814
142,0.8039181743636433
143,0.7985673262856908
144,0.7740125775129756
145,0.7380910219001829
146,0.723032750997452
147,0.7939394623980691
148,0.9379885284774452
149,0.9634154291742282
150,1.0927112105247296
151,1.050947149246538
152,0.9122850120718244
153,1.120574703671106
154,1.170627896280367
155,1.223942554785866
156,1.1029513652868754
157,1.0773504197653767
158,1.1016957426671337
159,1.0163249907757244
160,1.035838422836554
161,1.054245608624659
162,0.9569355313476706
163,1.0141892485316217
164,1.0752933136560976
165,1.06167618583405
166,1.1549660264323887
167,1.2006700726408406
168,1.1468088888103538
169,1.1267821307002546
170,1.0449041073587229
171,1.0511677488717328
172,1.0130087647000665
173,1.1795568279211248
174,1.0499993405717805
175,1.0126624115730116
176,1.0686329561853944
177,1.0948692397518631
178,1.108211485983046
179,1.0904982708401978
180,1.0875671169339414
181,1.1276748380016566
182,1.1547035137789605
183,1.230510489665364
184,1.3057340072442236
185,1.4039623834529589
186,1.4492536316692521
187,1.504819988002099
188,1.545438489405084
189,1.4129008513632513
190,1.3291711287118164
191,1.4077344208186944
192,1.5286451353197275
193,1.7324618079330982
194,1.9085286334667377
195,1.8305923005512763
196,1.956793724263085
197,2.257937438201579
198,2.036226732994924
199,1.7989925316508892
200,1.6199348982458408
201,1.1452324545043893
202,1.3017890306418474
203,1.3483191293515702
204,1.346410756572894
205,1.2559162176526304
206,1.2226396754708262
207,1.2286089266617568
208,1.1722228371861476
209,1.2546831758538797
210,1.3423448195355152
211,1.3614207199908892
212,1.396208384377256
213,1.4023469672793776
214,1.4390843715605814
215,1.4801265286979353
216,1.508720186429075
217,1.502346246623703
218,1.4346171077675989
219,1.4698423763123025
220,1.485933376968613
221,1.5903748953185433
222,1.8071726540622637
223,2.028159243032017
224,2.170036700597759
