,MAPE (%)
379,3.0218720702271242
380,3.1009925219572674
381,3.1168078879634535
382,3.1605064650468235
383,3.238517462804319
384,3.3276186677889936
385,3.4512887180478984
386,3.6822441750193993
387,3.841017333938548
388,3.963032864026253
389,4.100637569622695
390,3.9733398935866866
391,3.741923790578657
392,3.3711956005172925
393,2.5993265912897536
394,2.1315354332351775
395,1.934621202437058
396,1.7924456049044337
397,1.8781942152432993
398,2.0969894116726273
399,2.078503003644182
400,2.0145651026116136
401,1.9539932662922341
402,2.0153274073820855
403,1.9926422990001567
404,1.79831965136093
405,1.6308747584611163
406,1.56680861457936
407,1.6034699527235934
408,1.6541480337423458
409,1.6096391128460255
410,1.6921127496439383
411,1.8453854670221006
412,1.9821586903835688
413,2.1003218899699845
414,2.137104334883553
415,2.072870507275096
416,1.9297487195720733
417,1.4899820570886464
418,1.3034986063405154
419,1.3295925381051885
420,1.2517640522946218
421,1.2034614794007152
422,1.1505551249741464
423,1.3187415073333622
424,1.3937194123769168
425,1.391749823260036
426,1.44226253453365
427,1.4298334069932024
428,1.2728929258124406
429,1.0763739976328717
430,1.0265760513794162
431,1.0804367792392824
432,1.128636259014861
433,1.122750201919797
434,1.2256805904136918
435,1.3499554717846116
436,1.5050272890611698
437,1.6268792258079292
438,1.618352454841877
439,1.6537469780764078
440,1.6652551809372071
441,1.5741695952523367
442,1.5390641174139563
443,1.5624535368535288
444,1.5127013044284792
445,1.4844784180225703
446,1.4572293861471235
447,1.514601394738731
448,1.5508303133333932
449,1.6219831806838347
450,1.7185911919662546
451,1.7927596719954308
452,1.7943104201335407
453,1.6444775336259783
454,1.649994456252042
455,1.6496861604867958
456,1.701333757214176
457,1.7911224663345968
458,1.9811837453521843
459,2.1464589080577468
460,2.2867864177684525
461,2.4344103610127497
462,2.408777012514248
463,2.3851341771265235
464,2.284884473041086
465,1.967495774292656
466,1.9191634507305613
467,1.8922617529729653
468,1.8299080482314563
469,1.8533153819900963
470,1.9070476791429005
471,1.978131201903531
472,1.9896053514756609
473,2.0641340006527633
474,2.1608168724473136
475,2.1542884460712832
476,2.05757111760254
477,1.8536657094883402
478,1.7509175451965417
479,1.6046929066717137
480,1.579289609325763
481,1.5238037073619586
482,1.447951114328818
483,1.4733145920751987
484,1.541804134366362
485,1.6239550532537301
486,1.7119374656196926
487,1.8100454754431647
488,1.6550518419850537
489,1.4357179345255136
490,1.4273547914589533
491,1.3871970905962892
492,1.3524390633319319
493,1.3162562128918318
494,1.4246535032055923
495,1.5019223325357116
496,1.5275168184412637
497,1.3832905143266392
498,1.3580416415546708
499,1.3202698102154595
500,1.2326810908823984
501,1.2168717417262018
502,1.296598302346037
503,1.363863016182891
504,1.4480842939647733
505,1.5637783188932022
506,1.5962062645785133
507,1.5284875022780107
508,1.4253386561321766
509,1.433767400464709
510,1.4843155285198817
511,1.553718955121839
512,1.6862852793364551
513,1.6087038800853393
514,1.6566365759950523
515,1.6552273755854254
516,1.6469414616255191
517,1.6003041437204977
518,1.605528001319155
519,1.5290301003295477
520,1.535591191503105
521,1.4446760426407976
522,1.3086180133098975
523,1.2421696595768077
524,1.2274611046965322
525,1.3513364536678145
526,1.3471725058098822
527,1.3369741908288006
528,1.421390411489681
