,MAPE (%)
114,1.0158014709244803
115,1.0631718315928795
116,1.014567457891983
117,0.9653465419775511
118,0.9612892257280801
119,1.0109305558979036
120,1.0543587668262113
121,1.1059619543216426
122,1.1366251760432993
123,1.2304736991651444
124,1.2299461065173594
125,1.1635309183775915
126,1.0148913265044583
127,0.9414554468268401
128,0.9662315857333409
129,0.6841849771391294
130,0.676920508294511
131,0.6641140229722838
132,0.7267130838130613
133,0.7925038287518673
134,0.8416885426500542
135,0.7125040065471128
136,0.6879791008981179
137,0.7367666124453011
138,0.8290214982384309
139,0.8943207313730841
140,0.8575157277981286
141,0.7404631574502659
142,0.7353095324609666
143,0.7712209646489772
144,0.7792523407076448
145,0.7378660543116842
146,0.7202025848213968
147,0.7272037467040693
148,0.7119081738556783
149,0.8417658341700225
150,0.8635049002562042
151,0.8792763219318229
152,0.903687352745166
153,0.8650408693973379
154,0.9240752781345372
155,0.9968665397791294
156,1.0294382265161408
157,1.0456205709988895
158,1.0825067306683878
159,1.0737636042617429
160,1.0649897575203864
161,1.0417805696275781
162,1.0232904189997358
163,1.1285986444343048
164,1.2388566312890972
165,1.3820551587339285
166,1.4834576804217119
167,1.5319052197274166
168,1.574265986917153
169,1.6171752134612665
170,1.6089591756156592
171,1.6413617432919307
172,1.6406396557598208
173,1.90225901417509
174,1.7809820442933635
175,1.58922644432449
176,1.4854976997047802
177,1.3600488678647709
178,1.4459584264029428
179,1.495555373654009
180,1.513835091725164
181,1.5320107744612332
182,1.4759199048663614
183,1.4547126741192806
184,1.4396198295877414
185,1.4693760527228352
186,1.4965040652827701
187,1.5395331199202797
188,1.5779046717047103
189,1.6597270581864911
190,1.746897717547986
191,1.8885745177470312
192,2.029826559566968
193,2.177841932081912
194,2.2647063673061374
195,2.225772901428376
196,2.215389043658712
197,2.2771520326851986
198,1.970286955710411
199,1.6344045697430123
200,1.413201895589409
201,1.1053528017784169
202,1.1280390661621171
203,1.1753200398825856
204,1.2450784838831082
205,1.312972460737711
206,1.3959716929050858
207,1.4420352415375322
208,1.300783356821039
209,1.2203422490119413
210,1.1918835687162315
211,1.1697754520325667
212,1.1554044073915113
213,1.2142594236613065
214,1.3128848082576858
215,1.374918026676454
216,1.420927890588014
217,1.4579395081763682
218,1.4480693390400847
219,1.4300649908175802
220,1.374997533096759
221,1.2877897847109618
222,1.1247180154486465
223,1.101049230307346
224,1.1493315611301842
225,1.429260959376445
226,1.460128929697357
227,1.4656395800187787
228,1.467499639035332
229,1.446344534326547
230,1.2669361499642684
231,1.19506212359178
232,1.2226761263258945
233,1.2282016759702654
234,1.1792426189718035
235,1.1670458688404974
236,1.1812436661969203
237,1.2283878579352858
238,1.2472347845674325
239,1.3657736414319377
240,1.4681645954215445
241,1.4393805902822883
242,1.4782782944583048
243,1.5362963488187644
244,1.577120212439023
245,1.6718908327476412
246,1.653130324357314
247,1.4931162925008408
248,1.2476370218524924
249,1.1041825557121383
250,1.1741647448416086
251,1.213375741388016
252,1.2412030585445846
253,1.3372319344319463
254,1.2989926488821217
255,1.2510215989273106
256,1.211267801543401
257,1.2208207409160625
258,1.229926038345756
259,1.2561935338786114
260,1.182003542681553
261,1.041952515914046
262,1.0430722904616385
263,1.0743274398569418
264,1.1491551386422363
265,1.2328350946993227
266,1.2824047207653386
267,1.3597087853286984
268,1.3419505056572403
269,1.1678901009144236
270,1.0190359322240239
271,0.9206205794916502
272,0.9072821950467466
273,1.0304724500849336
274,0.9238721178185664
275,0.9889198061225999
276,1.1169813926279237
277,1.1413562513426325
278,0.9517106806889272
279,0.9551928623130399
280,1.0501955783834593
281,1.1442907275455554
282,1.1341265014675397
283,1.125691609649899
284,1.1766701261324186
285,1.2077559506123148
